       xmin        xmax        zmin        zmax       ptmin       ptmax          <x>       <Q^2>         <z>        <pT>        A_UT   dA_UT(Collins)            A_UT      dA_UT(Sivers)
        0.1         0.2        0.25        0.35         0.6         0.8      0.16308       2.344     0.32443     0.64188    0.011771          0.014218       -0.078782         0.014247
        0.2         0.3        0.25        0.35         0.6         0.8      0.23362      3.2766     0.32766     0.63677    0.017742          0.021276       -0.075654         0.021268
        0.3         0.4        0.25        0.35         0.6         0.8      0.33366      4.4632     0.33194     0.63012    0.028521          0.096176       -0.056237         0.096017
        0.2         0.3        0.35        0.45           0         0.2      0.28258      3.6116     0.38078     0.18053     0.01173          0.073106        -0.02159         0.073133
        0.3         0.4        0.35        0.45           0         0.2      0.35999      4.4524     0.38983     0.15999     0.01391          0.017059       -0.014042         0.017054
        0.4         0.5        0.35        0.45           0         0.2      0.45024      5.3235     0.39312     0.13873    0.015995          0.012205      -0.0072785         0.012214
        0.5         0.6        0.35        0.45           0         0.2      0.54536      6.1537     0.39541      0.1266    0.018678           0.01435      -0.0029058         0.014355
        0.6         0.7        0.35        0.45           0         0.2      0.63984       6.969     0.39828     0.12311     0.02211          0.022733     -0.00056979         0.022766
        0.1         0.2        0.35        0.45         0.2         0.4       0.1766      2.4964     0.38116     0.36249    0.010536          0.017888       -0.051033         0.017871
        0.2         0.3        0.35        0.45         0.2         0.4      0.25498      3.4355     0.38943     0.33085    0.015992         0.0070786       -0.041727        0.0070805
        0.3         0.4        0.35        0.45         0.2         0.4      0.34799      4.4322     0.39301     0.30928    0.023279         0.0062206       -0.027868        0.0062224
        0.4         0.5        0.35        0.45         0.2         0.4      0.44423      5.3633     0.39513     0.29783    0.031194         0.0077983       -0.015755        0.0077963
        0.5         0.6        0.35        0.45         0.2         0.4      0.54125      6.2286     0.39739     0.28748     0.03902          0.013009      -0.0066902         0.013015
        0.6         0.7        0.35        0.45         0.2         0.4      0.63761      7.0298      0.4001     0.28153    0.047321          0.028261      -0.0013306         0.028213
        0.1         0.2        0.35        0.45         0.4         0.6      0.16962      2.4185     0.39214      0.5016    0.012553         0.0065624       -0.068171        0.0065651
        0.2         0.3        0.35        0.45         0.4         0.6      0.24659      3.3697     0.39467      0.4932    0.020229         0.0048668       -0.060895         0.004865
        0.3         0.4        0.35        0.45         0.4         0.6      0.34201      4.4252     0.39866      0.4788    0.031268         0.0069208       -0.042407        0.0069174
        0.4         0.5        0.35        0.45         0.4         0.6      0.43988       5.405     0.40155     0.46976     0.04332          0.013542       -0.024322         0.013539
        0.5         0.6        0.35        0.45         0.4         0.6      0.53988      6.2752     0.40222     0.46887    0.057029          0.036126       -0.010468         0.036158
        0.6         0.7        0.35        0.45         0.4         0.6      0.62993      7.0511     0.40028     0.46081    0.068217           0.10301      -0.0024772          0.10298
        0.1         0.2        0.35        0.45         0.6         0.8      0.16679      2.3864      0.4004     0.67341    0.014315         0.0081727       -0.086176        0.0081671
        0.2         0.3        0.35        0.45         0.6         0.8      0.23922      3.3138     0.40561     0.66286    0.022336         0.0084609       -0.078456        0.0084611
        0.3         0.4        0.35        0.45         0.6         0.8      0.33707      4.4341     0.41047     0.65373    0.035728           0.02101       -0.055224         0.021001
        0.4         0.5        0.35        0.45         0.6         0.8      0.43848      5.4681     0.41253     0.65002    0.051159          0.072938       -0.031449         0.073238
        0.5         0.6        0.35        0.45         0.6         0.8       0.5378      6.3871     0.41426     0.64338     0.06698           0.22831        -0.01344          0.22821
        0.1         0.2        0.35        0.45         0.8           1      0.16257      2.3375     0.42042     0.84526    0.014802          0.027946       -0.099644         0.027916
        0.2         0.3        0.35        0.45         0.8           1       0.2328      3.2703      0.4241      0.8405    0.022483          0.043679       -0.092284         0.043744
        0.3         0.4        0.45        0.55           0         0.2       0.3658      4.4597     0.49048     0.16132    0.016247          0.030333       -0.012244         0.030305
        0.4         0.5        0.45        0.55           0         0.2      0.45203      5.3092     0.49328     0.13887    0.018043          0.017382      -0.0058086          0.01738
        0.5         0.6        0.45        0.55           0         0.2      0.54649      6.1279     0.49412     0.12738    0.021103           0.01859      -0.0018897           0.0186
        0.6         0.7        0.45        0.55           0         0.2      0.63793      6.9018     0.49235     0.12517    0.024928          0.028048     -5.7571e-06         0.028086
        0.1         0.2        0.45        0.55         0.2         0.4      0.18748      2.5968     0.47409     0.37812    0.013716          0.096188       -0.055228         0.096291
        0.2         0.3        0.45        0.55         0.2         0.4      0.26271      3.4933     0.48819     0.34376    0.019596          0.014727       -0.041082         0.014733
        0.3         0.4        0.45        0.55         0.2         0.4       0.3503      4.4341      0.4927     0.31513    0.026902         0.0094278       -0.025021        0.0094222
        0.4         0.5        0.45        0.55         0.2         0.4      0.44582      5.3487     0.49424     0.30389    0.036053          0.010218       -0.012749         0.010222
        0.5         0.6        0.45        0.55         0.2         0.4      0.54272       6.196     0.49537     0.29509    0.045258          0.014869      -0.0044305         0.014884
        0.6         0.7        0.45        0.55         0.2         0.4      0.63207      6.9653     0.49226     0.28314    0.052274          0.030306     -0.00016337         0.030287
        0.1         0.2        0.45        0.55         0.4         0.6      0.17236      2.4497     0.48928     0.51936     0.01469          0.012648       -0.071842         0.012651
        0.2         0.3        0.45        0.55         0.4         0.6      0.24947      3.3908       0.493     0.50165    0.023614         0.0072701       -0.058818        0.0072748
        0.3         0.4        0.45        0.55         0.4         0.6      0.34516      4.4263     0.49522     0.49237    0.036982         0.0082374       -0.037576        0.0082377
        0.4         0.5        0.45        0.55         0.4         0.6      0.44146      5.3826     0.49752      0.4817    0.050671          0.012508       -0.019436         0.012503
        0.5         0.6        0.45        0.55         0.4         0.6      0.53937      6.2504     0.49842     0.47535     0.06538          0.026404       -0.006873         0.026445
        0.6         0.7        0.45        0.55         0.4         0.6      0.62007      7.0357     0.48922     0.45347    0.073263          0.094949     -0.00084209         0.094909
        0.1         0.2        0.45        0.55         0.6         0.8      0.16877      2.4081     0.49456      0.6908    0.016693          0.010242       -0.087441         0.010248
        0.2         0.3        0.45        0.55         0.6         0.8      0.24456      3.3531     0.49695     0.68298    0.027045          0.008313       -0.074048        0.0083231
        0.3         0.4        0.45        0.55         0.6         0.8      0.33969      4.4226     0.50124      0.6706    0.042495           0.01373       -0.047591         0.013745
        0.4         0.5        0.45        0.55         0.6         0.8      0.43916      5.4171     0.50307     0.66618    0.060422          0.033436       -0.024439         0.033425
        0.5         0.6        0.45        0.55         0.6         0.8      0.53038      6.2769     0.49828     0.65437    0.075888           0.11403      -0.0097978          0.11389
        0.1         0.2        0.45        0.55         0.8           1      0.16609      2.3781     0.50193     0.86969    0.017423          0.016438        -0.09744         0.016427
        0.2         0.3        0.45        0.55         0.8           1      0.23766      3.3009     0.50664     0.86056    0.027289          0.018211       -0.083826         0.018197
        0.3         0.4        0.45        0.55         0.8           1      0.33675       4.442     0.51083     0.85364    0.044511          0.051686       -0.053212         0.051915
        0.3         0.4        0.55        0.65           0         0.2       0.3707       4.467     0.59085     0.16123    0.017691          0.050728      -0.0071548         0.050908
        0.4         0.5        0.55        0.65           0         0.2      0.45369      5.2971     0.59325      0.1388    0.019303          0.024029      -0.0023597         0.024038
        0.5         0.6        0.55        0.65           0         0.2      0.54599      6.1199     0.59322     0.12809    0.022451          0.024192      0.00010746         0.024234
        0.6         0.7        0.55        0.65           0         0.2      0.62246      6.8877     0.57903     0.12265    0.024501          0.053371      0.00078934          0.05337
        0.2         0.3        0.55        0.65         0.2         0.4      0.27164      3.5547     0.58749     0.35149    0.022712          0.031951       -0.031469         0.031955
        0.3         0.4        0.55        0.65         0.2         0.4      0.35286       4.436     0.59224     0.32038    0.029518          0.014259       -0.015698         0.014245
        0.4         0.5        0.55        0.65         0.2         0.4      0.44688      5.3403     0.59378     0.30634    0.039011          0.013605      -0.0053492         0.013597
        0.5         0.6        0.55        0.65         0.2         0.4      0.54137      6.1734     0.59261     0.29786     0.04859          0.018557       4.811e-05         0.018566
        0.6         0.7        0.55        0.65         0.2         0.4      0.61745      6.9851     0.57488     0.27643    0.051225          0.060719       0.0015112         0.060837
        0.1         0.2        0.55        0.65         0.4         0.6      0.17737      2.5043     0.58511     0.54523    0.016862           0.03007       -0.067082         0.030057
        0.2         0.3        0.55        0.65         0.4         0.6      0.25309      3.4189     0.59192     0.51025    0.026242          0.011612       -0.046196         0.011615
        0.3         0.4        0.55        0.65         0.4         0.6      0.34692      4.4269     0.59411     0.49774    0.040712           0.01093       -0.023322         0.010923
        0.4         0.5        0.55        0.65         0.4         0.6      0.44314      5.3648     0.59546     0.48983    0.056288          0.014179      -0.0080809         0.014174
        0.5         0.6        0.55        0.65         0.4         0.6      0.53186      6.2239     0.59064     0.47441    0.068345          0.028102     -0.00062925          0.02805
        0.1         0.2        0.55        0.65         0.6         0.8      0.16966      2.4182      0.5935     0.69659    0.018163          0.015436       -0.077275         0.015437
        0.2         0.3        0.55        0.65         0.6         0.8      0.24733      3.3724     0.59473      0.6915    0.030395          0.010697       -0.057029         0.010703
        0.3         0.4        0.55        0.65         0.6         0.8      0.34264      4.4206     0.59704      0.6825    0.048354          0.013876       -0.028912         0.013897
        0.4         0.5        0.55        0.65         0.6         0.8      0.43695      5.3863     0.59739     0.67037    0.066362          0.025838       -0.010369         0.025779
        0.1         0.2        0.55        0.65         0.8           1      0.16821      2.4014     0.59614     0.88498    0.019669           0.01829       -0.083988         0.018285
        0.2         0.3        0.55        0.65         0.8           1      0.24249      3.3355     0.59886     0.87681    0.031973          0.015847       -0.062805         0.015869
        0.3         0.4        0.55        0.65         0.8           1        0.337      4.4125     0.60197     0.86481    0.050848          0.030256       -0.031819         0.030329
        0.3         0.4        0.65        0.75           0         0.2       0.3744       4.471     0.69068     0.16078    0.018395          0.081925        0.001614         0.081589
        0.4         0.5        0.65        0.75           0         0.2      0.45384      5.2801     0.69085     0.13811    0.019748          0.033617       0.0031885          0.03361
        0.5         0.6        0.65        0.75           0         0.2      0.53152      6.0787      0.6754     0.12668    0.021517          0.047015       0.0026293         0.046879
        0.2         0.3        0.65        0.75         0.2         0.4      0.27882       3.595      0.6869     0.35681    0.024868          0.070312       -0.011431         0.070349
        0.3         0.4        0.65        0.75         0.2         0.4      0.35589      4.4393     0.69171     0.32405    0.031231          0.021697       0.0015216         0.021686
        0.4         0.5        0.65        0.75         0.2         0.4      0.44495      5.3218     0.68995     0.30684    0.039929          0.019007       0.0064469         0.019005
        0.5         0.6        0.65        0.75         0.2         0.4      0.52439      6.1265      0.6725      0.2895    0.045573           0.04125       0.0054316         0.041083
        0.1         0.2        0.65        0.75         0.4         0.6      0.18539      2.5811     0.68094     0.56237    0.019144          0.096998       -0.047602         0.097063
        0.2         0.3        0.65        0.75         0.4         0.6      0.25852      3.4602     0.69038     0.51946    0.028482          0.019678        -0.02001         0.019677
        0.3         0.4        0.65        0.75         0.4         0.6       0.3479      4.4259     0.69298     0.50053    0.042705          0.014963       0.0014022         0.014982
        0.4         0.5        0.65        0.75         0.4         0.6      0.43741      5.3249     0.68449     0.48698    0.056927          0.020734       0.0079629         0.020718
        0.1         0.2        0.65        0.75         0.6         0.8      0.17228      2.4483     0.69042     0.70969    0.019204          0.026159       -0.054461         0.026182
        0.2         0.3        0.65        0.75         0.6         0.8      0.24881      3.3833     0.69357      0.6958    0.032176          0.014797       -0.025782           0.0148
        0.3         0.4        0.65        0.75         0.6         0.8      0.34175      4.4005     0.69061     0.68511    0.051087          0.017679     -0.00029266         0.017709
        0.4         0.5        0.65        0.75         0.6         0.8      0.42452       5.313     0.67415       0.658    0.065168          0.045122       0.0059879         0.044728
        0.1         0.2        0.65        0.75         0.8           1      0.16862      2.4054     0.69467     0.88947    0.020726          0.024177       -0.057454         0.024166
        0.2         0.3        0.65        0.75         0.8           1      0.24397      3.3422     0.69327     0.88204    0.034715           0.01894        -0.02957         0.018963
        0.3         0.4        0.65        0.75         0.8           1      0.32878      4.3319     0.68007      0.8569     0.05189          0.039877      -0.0072154         0.039904
