Ebeam,x,y,z,Q2,Pt,Asym,Estat,Erel,Eabs
5.9,0.156,0.81,0.50,1.38,0.435,-0.059,0.082,0,0.019
5.9,0.206,0.78,0.52,1.76,0.380,0.080,0.114,0,0.033
5.9,0.265,0.75,0.54,2.16,0.320,0.059,0.067,0,0.019
5.9,0.349,0.70,0.58,2.68,0.240,0.087,0.077,0,0.022
