     <bin>     <x>       <Pt>      <z>        <Q2>     <y>     <Yield>   <Astat>
     2033     0.261     0.500     0.168     1.796     0.334    80640     0.010
     2034     0.251     0.626     0.186     1.896     0.367     3362     0.051
     2035     0.000     0.000     0.000     0.000     0.000        0     0.000
     2036     0.000     0.000     0.000     0.000     0.000        0     0.000
     2037     0.000     0.000     0.000     0.000     0.000        0     0.000
     2038     0.000     0.000     0.000     0.000     0.000        0     0.000
     2039     0.000     0.000     0.000     0.000     0.000        0     0.000
     2040     0.326     0.119     0.144     1.757     0.261    20563     0.021
     2041     0.324     0.233     0.137     1.764     0.264    99622     0.009
     2042     0.320     0.356     0.154     1.812     0.275    65504     0.012
     2043     0.312     0.478     0.181     1.895     0.294     5035     0.042
     2044     0.000     0.000     0.000     0.000     0.000        0     0.000
     2045     0.000     0.000     0.000     0.000     0.000        0     0.000
     2046     0.000     0.000     0.000     0.000     0.000        0     0.000
     2047     0.000     0.000     0.000     0.000     0.000        0     0.000
     2048     0.000     0.000     0.000     0.000     0.000        0     0.000
     2049     0.000     0.000     0.000     0.000     0.000        0     0.000
     2050     0.371     0.118     0.143     1.905     0.249     2665     0.058
     2051     0.371     0.228     0.140     1.906     0.249    10175     0.030
     2052     0.370     0.341     0.165     1.918     0.251     3424     0.051
     2053     0.362     0.458     0.197     1.982     0.265        4     1.491
     2054     0.000     0.000     0.000     0.000     0.000        0     0.000
     2055     0.000     0.000     0.000     0.000     0.000        0     0.000
     2056     0.000     0.000     0.000     0.000     0.000        0     0.000
     2057     0.000     0.000     0.000     0.000     0.000        0     0.000
     2058     0.000     0.000     0.000     0.000     0.000        0     0.000
     2059     0.000     0.000     0.000     0.000     0.000        0     0.000
     2060     0.000     0.000     0.000     0.000     0.000        0     0.000
     2061     0.000     0.000     0.000     0.000     0.000        0     0.000
     2062     0.000     0.000     0.000     0.000     0.000        0     0.000
     2063     0.000     0.000     0.000     0.000     0.000        0     0.000
     2064     0.000     0.000     0.000     0.000     0.000        0     0.000
     2065     0.000     0.000     0.000     0.000     0.000        0     0.000
     2066     0.000     0.000     0.000     0.000     0.000        0     0.000
     2067     0.000     0.000     0.000     0.000     0.000        0     0.000
     2068     0.000     0.000     0.000     0.000     0.000        0     0.000
     2069     0.000     0.000     0.000     0.000     0.000        0     0.000
     2070     0.000     0.000     0.000     0.000     0.000        0     0.000
     2071     0.000     0.000     0.000     0.000     0.000        0     0.000
     2072     0.000     0.000     0.000     0.000     0.000        0     0.000
     2073     0.000     0.000     0.000     0.000     0.000        0     0.000
     2074     0.000     0.000     0.000     0.000     0.000        0     0.000
     2075     0.000     0.000     0.000     0.000     0.000        0     0.000
     2076     0.000     0.000     0.000     0.000     0.000        0     0.000
     2077     0.000     0.000     0.000     0.000     0.000        0     0.000
     2078     0.000     0.000     0.000     0.000     0.000        0     0.000
     2079     0.000     0.000     0.000     0.000     0.000        0     0.000
     2080     0.000     0.000     0.000     0.000     0.000        0     0.000
     2081     0.000     0.000     0.000     0.000     0.000        0     0.000
     2082     0.000     0.000     0.000     0.000     0.000        0     0.000
     2083     0.000     0.000     0.000     0.000     0.000        0     0.000
     2084     0.000     0.000     0.000     0.000     0.000        0     0.000
     2085     0.000     0.000     0.000     0.000     0.000        0     0.000
     2086     0.000     0.000     0.000     0.000     0.000        0     0.000
     2087     0.000     0.000     0.000     0.000     0.000        0     0.000
     2088     0.000     0.000     0.000     0.000     0.000        0     0.000
     2089     0.000     0.000     0.000     0.000     0.000        0     0.000
     2090     0.000     0.000     0.000     0.000     0.000        0     0.000
     2091     0.000     0.000     0.000     0.000     0.000        0     0.000
     2092     0.000     0.000     0.000     0.000     0.000        0     0.000
     2093     0.000     0.000     0.000     0.000     0.000        0     0.000
     2094     0.000     0.000     0.000     0.000     0.000        0     0.000
     2095     0.000     0.000     0.000     0.000     0.000        0     0.000
     2096     0.000     0.000     0.000     0.000     0.000        0     0.000
     2097     0.000     0.000     0.000     0.000     0.000        0     0.000
     2098     0.000     0.000     0.000     0.000     0.000        0     0.000
     2099     0.000     0.000     0.000     0.000     0.000        0     0.000
     2100     0.000     0.000     0.000     0.000     0.000        0     0.000
     2101     0.110     0.263     0.240     1.648     0.726    11920     0.027
     2102     0.108     0.384     0.241     1.669     0.754    61998     0.012
     2103     0.107     0.527     0.242     1.672     0.760    90620     0.010
     2104     0.107     0.672     0.243     1.675     0.762    83489     0.010
     2105     0.107     0.819     0.245     1.677     0.763    59795     0.012
     2106     0.106     0.966     0.248     1.681     0.768    33903     0.016
     2107     0.106     1.111     0.254     1.685     0.772    14348     0.025
     2108     0.105     1.258     0.260     1.685     0.777     4271     0.046
     2109     0.104     1.401     0.272     1.703     0.793      816     0.104
     2110     0.164     0.133     0.255     1.692     0.503     2936     0.055
     2111     0.152     0.241     0.244     1.717     0.554    73392     0.011
     2112     0.148     0.379     0.243     1.731     0.574   142903     0.008
     2113     0.147     0.525     0.242     1.735     0.579   166255     0.007
     2114     0.147     0.671     0.243     1.738     0.582   143858     0.008
     2115     0.146     0.817     0.246     1.743     0.586    91897     0.010
     2116     0.143     0.962     0.252     1.758     0.601    39686     0.015
     2117     0.137     1.106     0.261     1.788     0.635    10760     0.029
     2118     0.131     1.250     0.269     1.832     0.682     1636     0.074
     2119     0.125     1.385     0.281     1.904     0.736       97     0.303
     2120     0.214     0.123     0.247     1.711     0.390    11929     0.027
     2121     0.209     0.232     0.245     1.731     0.403    76886     0.011
     2122     0.208     0.377     0.243     1.732     0.405   101913     0.009
     2123     0.209     0.525     0.242     1.730     0.405   106179     0.009
     2124     0.208     0.669     0.244     1.736     0.407    90928     0.010
     2125     0.201     0.805     0.254     1.782     0.431    33489     0.016
     2126     0.191     0.941     0.268     1.859     0.471     3697     0.049
     2127     0.183     1.069     0.286     1.941     0.513       62     0.379
     2128     0.000     0.000     0.000     0.000     0.000        0     0.000
     2129     0.000     0.000     0.000     0.000     0.000        0     0.000
     2130     0.271     0.107     0.246     1.727     0.310    18555     0.022
     2131     0.268     0.231     0.246     1.739     0.315    63393     0.012
     2132     0.268     0.376     0.243     1.736     0.315    76014     0.011
     2133     0.267     0.523     0.242     1.742     0.317    80459     0.011
     2134     0.259     0.650     0.253     1.807     0.338    31142     0.017
     2135     0.249     0.776     0.273     1.910     0.372     1283     0.083
     2136     0.000     0.000     0.000     0.000     0.000        0     0.000
     2137     0.000     0.000     0.000     0.000     0.000        0     0.000
     2138     0.000     0.000     0.000     0.000     0.000        0     0.000
     2139     0.000     0.000     0.000     0.000     0.000        0     0.000
     2140     0.326     0.096     0.247     1.764     0.263    14797     0.025
     2141     0.325     0.230     0.245     1.769     0.264    35983     0.016
     2142     0.324     0.374     0.244     1.770     0.265    39100     0.015
     2143     0.318     0.503     0.249     1.828     0.279    20070     0.021
     2144     0.308     0.621     0.274     1.929     0.304      821     0.104
     2145     0.000     0.000     0.000     0.000     0.000        0     0.000
     2146     0.000     0.000     0.000     0.000     0.000        0     0.000
     2147     0.000     0.000     0.000     0.000     0.000        0     0.000
     2148     0.000     0.000     0.000     0.000     0.000        0     0.000
     2149     0.000     0.000     0.000     0.000     0.000        0     0.000
     2150     0.371     0.092     0.246     1.906     0.249     1888     0.069
     2151     0.370     0.231     0.244     1.908     0.250     3797     0.048
     2152     0.370     0.371     0.245     1.911     0.250     3752     0.049
     2153     0.368     0.472     0.263     1.938     0.255      459     0.139
     2154     0.000     0.000     0.000     0.000     0.000        0     0.000
     2155     0.000     0.000     0.000     0.000     0.000        0     0.000
     2156     0.000     0.000     0.000     0.000     0.000        0     0.000
     2157     0.000     0.000     0.000     0.000     0.000        0     0.000
     2158     0.000     0.000     0.000     0.000     0.000        0     0.000
     2159     0.000     0.000     0.000     0.000     0.000        0     0.000
     2160     0.000     0.000     0.000     0.000     0.000        0     0.000
     2161     0.000     0.000     0.000     0.000     0.000        0     0.000
     2162     0.000     0.000     0.000     0.000     0.000        0     0.000
     2163     0.000     0.000     0.000     0.000     0.000        0     0.000
     2164     0.000     0.000     0.000     0.000     0.000        0     0.000
     2165     0.000     0.000     0.000     0.000     0.000        0     0.000
     2166     0.000     0.000     0.000     0.000     0.000        0     0.000
     2167     0.000     0.000     0.000     0.000     0.000        0     0.000
     2168     0.000     0.000     0.000     0.000     0.000        0     0.000
     2169     0.000     0.000     0.000     0.000     0.000        0     0.000
     2170     0.000     0.000     0.000     0.000     0.000        0     0.000
     2171     0.000     0.000     0.000     0.000     0.000        0     0.000
     2172     0.000     0.000     0.000     0.000     0.000        0     0.000
     2173     0.000     0.000     0.000     0.000     0.000        0     0.000
     2174     0.000     0.000     0.000     0.000     0.000        0     0.000
     2175     0.000     0.000     0.000     0.000     0.000        0     0.000
     2176     0.000     0.000     0.000     0.000     0.000        0     0.000
     2177     0.000     0.000     0.000     0.000     0.000        0     0.000
     2178     0.000     0.000     0.000     0.000     0.000        0     0.000
     2179     0.000     0.000     0.000     0.000     0.000        0     0.000
     2180     0.000     0.000     0.000     0.000     0.000        0     0.000
     2181     0.000     0.000     0.000     0.000     0.000        0     0.000
     2182     0.000     0.000     0.000     0.000     0.000        0     0.000
     2183     0.000     0.000     0.000     0.000     0.000        0     0.000
     2184     0.000     0.000     0.000     0.000     0.000        0     0.000
     2185     0.000     0.000     0.000     0.000     0.000        0     0.000
     2186     0.000     0.000     0.000     0.000     0.000        0     0.000
     2187     0.000     0.000     0.000     0.000     0.000        0     0.000
     2188     0.000     0.000     0.000     0.000     0.000        0     0.000
     2189     0.000     0.000     0.000     0.000     0.000        0     0.000
     2190     0.000     0.000     0.000     0.000     0.000        0     0.000
     2191     0.000     0.000     0.000     0.000     0.000        0     0.000
     2192     0.000     0.000     0.000     0.000     0.000        0     0.000
     2193     0.000     0.000     0.000     0.000     0.000        0     0.000
     2194     0.000     0.000     0.000     0.000     0.000        0     0.000
     2195     0.000     0.000     0.000     0.000     0.000        0     0.000
     2196     0.000     0.000     0.000     0.000     0.000        0     0.000
     2197     0.000     0.000     0.000     0.000     0.000        0     0.000
     2198     0.000     0.000     0.000     0.000     0.000        0     0.000
     2199     0.000     0.000     0.000     0.000     0.000        0     0.000
     2200     0.118     0.148     0.370     1.540     0.630        2     2.108
     2201     0.112     0.259     0.344     1.633     0.710     4738     0.043
     2202     0.108     0.388     0.342     1.663     0.747    23567     0.019
     2203     0.107     0.527     0.344     1.670     0.756    36413     0.016
     2204     0.107     0.675     0.344     1.672     0.760    38682     0.015
     2205     0.107     0.821     0.345     1.676     0.762    31884     0.017
     2206     0.107     0.970     0.346     1.677     0.765    21765     0.020
     2207     0.106     1.117     0.346     1.682     0.768    12765     0.026
     2208     0.106     1.265     0.349     1.681     0.768     6194     0.038
     2209     0.106     1.412     0.353     1.679     0.768     2526     0.059
     2210     0.161     0.120     0.353     1.699     0.515     5143     0.042
     2211     0.152     0.237     0.345     1.716     0.553    37940     0.015
     2212     0.149     0.380     0.345     1.728     0.569    70820     0.011
     2213     0.148     0.524     0.345     1.733     0.576    77092     0.011
     2214     0.147     0.672     0.344     1.735     0.580    69592     0.011
     2215     0.147     0.820     0.345     1.739     0.582    52022     0.013
     2216     0.146     0.968     0.346     1.745     0.587    32557     0.017
     2217     0.143     1.114     0.348     1.762     0.604    16082     0.024
     2218     0.136     1.259     0.352     1.790     0.641     5422     0.040
     2219     0.129     1.398     0.359     1.844     0.692     1021     0.093
     2220     0.211     0.111     0.350     1.733     0.401    10077     0.030
     2221     0.210     0.232     0.346     1.725     0.400    43630     0.014
     2222     0.209     0.376     0.346     1.734     0.405    54100     0.013
     2223     0.208     0.523     0.346     1.734     0.406    52275     0.013
     2224     0.208     0.672     0.345     1.734     0.406    43750     0.014
     2225     0.206     0.815     0.346     1.750     0.414    28227     0.018
     2226     0.197     0.953     0.350     1.805     0.445     8557     0.032
     2227     0.188     1.086     0.358     1.899     0.489      777     0.107
     2228     0.182     1.215     0.392     1.990     0.530        3     1.721
     2229     0.000     0.000     0.000     0.000     0.000        0     0.000
     2230     0.271     0.112     0.347     1.727     0.310    11235     0.028
     2231     0.269     0.229     0.347     1.733     0.313    42787     0.014
     2232     0.268     0.374     0.347     1.738     0.315    42899     0.014
     2233     0.268     0.522     0.346     1.738     0.316    37694     0.015
     2234     0.263     0.663     0.345     1.767     0.326    23932     0.019
     2235     0.253     0.792     0.350     1.866     0.358     4046     0.047
     2236     0.244     0.912     0.375     1.963     0.390       30     0.544
     2237     0.000     0.000     0.000     0.000     0.000        0     0.000
     2238     0.000     0.000     0.000     0.000     0.000        0     0.000
     2239     0.000     0.000     0.000     0.000     0.000        0     0.000
     2240     0.326     0.104     0.345     1.758     0.262     9119     0.031
     2241     0.324     0.226     0.348     1.775     0.265    25861     0.019
     2242     0.324     0.372     0.346     1.775     0.266    21649     0.020
     2243     0.321     0.511     0.347     1.799     0.272    14018     0.025
     2244     0.310     0.633     0.348     1.897     0.296     1816     0.070
     2245     0.000     0.000     0.000     0.000     0.000        0     0.000
     2246     0.000     0.000     0.000     0.000     0.000        0     0.000
     2247     0.000     0.000     0.000     0.000     0.000        0     0.000
     2248     0.000     0.000     0.000     0.000     0.000        0     0.000
     2249     0.000     0.000     0.000     0.000     0.000        0     0.000
     2250     0.371     0.101     0.345     1.908     0.249     1153     0.088
     2251     0.371     0.223     0.349     1.908     0.249     2775     0.057
     2252     0.371     0.373     0.346     1.905     0.249     2181     0.064
     2253     0.369     0.480     0.348     1.917     0.252      625     0.119
     2254     0.000     0.000     0.000     0.000     0.000        0     0.000
     2255     0.000     0.000     0.000     0.000     0.000        0     0.000
     2256     0.000     0.000     0.000     0.000     0.000        0     0.000
     2257     0.000     0.000     0.000     0.000     0.000        0     0.000
     2258     0.000     0.000     0.000     0.000     0.000        0     0.000
     2259     0.000     0.000     0.000     0.000     0.000        0     0.000
     2260     0.000     0.000     0.000     0.000     0.000        0     0.000
     2261     0.000     0.000     0.000     0.000     0.000        0     0.000
     2262     0.000     0.000     0.000     0.000     0.000        0     0.000
     2263     0.000     0.000     0.000     0.000     0.000        0     0.000
     2264     0.000     0.000     0.000     0.000     0.000        0     0.000
     2265     0.000     0.000     0.000     0.000     0.000        0     0.000
     2266     0.000     0.000     0.000     0.000     0.000        0     0.000
     2267     0.000     0.000     0.000     0.000     0.000        0     0.000
     2268     0.000     0.000     0.000     0.000     0.000        0     0.000
     2269     0.000     0.000     0.000     0.000     0.000        0     0.000
     2270     0.000     0.000     0.000     0.000     0.000        0     0.000
     2271     0.000     0.000     0.000     0.000     0.000        0     0.000
     2272     0.000     0.000     0.000     0.000     0.000        0     0.000
     2273     0.000     0.000     0.000     0.000     0.000        0     0.000
     2274     0.000     0.000     0.000     0.000     0.000        0     0.000
     2275     0.000     0.000     0.000     0.000     0.000        0     0.000
     2276     0.000     0.000     0.000     0.000     0.000        0     0.000
     2277     0.000     0.000     0.000     0.000     0.000        0     0.000
     2278     0.000     0.000     0.000     0.000     0.000        0     0.000
     2279     0.000     0.000     0.000     0.000     0.000        0     0.000
     2280     0.000     0.000     0.000     0.000     0.000        0     0.000
     2281     0.000     0.000     0.000     0.000     0.000        0     0.000
     2282     0.000     0.000     0.000     0.000     0.000        0     0.000
     2283     0.000     0.000     0.000     0.000     0.000        0     0.000
     2284     0.000     0.000     0.000     0.000     0.000        0     0.000
     2285     0.000     0.000     0.000     0.000     0.000        0     0.000
     2286     0.000     0.000     0.000     0.000     0.000        0     0.000
     2287     0.000     0.000     0.000     0.000     0.000        0     0.000
     2288     0.000     0.000     0.000     0.000     0.000        0     0.000
     2289     0.000     0.000     0.000     0.000     0.000        0     0.000
     2290     0.000     0.000     0.000     0.000     0.000        0     0.000
     2291     0.000     0.000     0.000     0.000     0.000        0     0.000
     2292     0.000     0.000     0.000     0.000     0.000        0     0.000
     2293     0.000     0.000     0.000     0.000     0.000        0     0.000
     2294     0.000     0.000     0.000     0.000     0.000        0     0.000
     2295     0.000     0.000     0.000     0.000     0.000        0     0.000
     2296     0.000     0.000     0.000     0.000     0.000        0     0.000
     2297     0.000     0.000     0.000     0.000     0.000        0     0.000
     2298     0.000     0.000     0.000     0.000     0.000        0     0.000
     2299     0.000     0.000     0.000     0.000     0.000        0     0.000
     2300     0.119     0.137     0.474     1.532     0.623        8     1.054
     2301     0.113     0.256     0.446     1.618     0.697     2455     0.060
     2302     0.109     0.386     0.444     1.661     0.741    10052     0.030
     2303     0.108     0.528     0.444     1.667     0.751    18416     0.022
     2304     0.107     0.675     0.444     1.669     0.757    18607     0.022
     2305     0.107     0.823     0.444     1.674     0.762    16618     0.023
     2306     0.107     0.970     0.445     1.677     0.764    11844     0.027
     2307     0.107     1.118     0.445     1.681     0.766     7732     0.034
     2308     0.106     1.268     0.445     1.679     0.767     4078     0.047
     2309     0.107     1.416     0.446     1.680     0.765     2112     0.065
     2310     0.160     0.109     0.451     1.696     0.518     6396     0.037
     2311     0.152     0.233     0.447     1.716     0.553    23584     0.019
     2312     0.151     0.381     0.446     1.720     0.561    39115     0.015
     2313     0.149     0.523     0.446     1.729     0.571    48011     0.014
     2314     0.148     0.672     0.446     1.732     0.574    38239     0.015
     2315     0.147     0.820     0.446     1.734     0.578    29621     0.017
     2316     0.147     0.969     0.446     1.737     0.581    19214     0.022
     2317     0.145     1.116     0.446     1.750     0.590    10928     0.029
     2318     0.139     1.262     0.445     1.771     0.619     4688     0.044
     2319     0.132     1.406     0.447     1.815     0.669     1266     0.084
     2320     0.209     0.098     0.451     1.741     0.405    11328     0.028
     2321     0.210     0.232     0.446     1.724     0.400    27487     0.018
     2322     0.209     0.376     0.447     1.730     0.403    37330     0.015
     2323     0.209     0.523     0.448     1.733     0.405    36673     0.016
     2324     0.209     0.671     0.447     1.731     0.405    28395     0.018
     2325     0.207     0.817     0.447     1.747     0.412    18389     0.022
     2326     0.199     0.958     0.447     1.792     0.438     6810     0.036
     2327     0.190     1.094     0.449     1.876     0.479     1006     0.094
     2328     0.182     1.213     0.464     1.963     0.522       11     0.899
     2329     0.000     0.000     0.000     0.000     0.000        0     0.000
     2330     0.269     0.104     0.450     1.743     0.315     9190     0.031
     2331     0.270     0.231     0.447     1.726     0.311    30665     0.017
     2332     0.269     0.372     0.448     1.735     0.314    33010     0.016
     2333     0.267     0.521     0.448     1.744     0.317    26933     0.018
     2334     0.263     0.663     0.447     1.773     0.327    14857     0.024
     2335     0.253     0.797     0.446     1.859     0.356     3015     0.054
     2336     0.245     0.913     0.438     1.959     0.388       43     0.455
     2337     0.000     0.000     0.000     0.000     0.000        0     0.000
     2338     0.000     0.000     0.000     0.000     0.000        0     0.000
     2339     0.000     0.000     0.000     0.000     0.000        0     0.000
     2340     0.325     0.108     0.447     1.772     0.265     5550     0.040
     2341     0.325     0.230     0.447     1.769     0.264    19652     0.021
     2342     0.324     0.368     0.449     1.783     0.267    17278     0.023
     2343     0.319     0.510     0.445     1.813     0.275     8291     0.033
     2344     0.310     0.634     0.441     1.909     0.299      978     0.095
     2345     0.000     0.000     0.000     0.000     0.000        0     0.000
     2346     0.000     0.000     0.000     0.000     0.000        0     0.000
     2347     0.000     0.000     0.000     0.000     0.000        0     0.000
     2348     0.000     0.000     0.000     0.000     0.000        0     0.000
     2349     0.000     0.000     0.000     0.000     0.000        0     0.000
     2350     0.371     0.108     0.445     1.906     0.249      631     0.119
     2351     0.371     0.230     0.447     1.907     0.249     2016     0.066
     2352     0.370     0.365     0.448     1.912     0.250     1546     0.076
     2353     0.368     0.477     0.431     1.939     0.255      193     0.215
     2354     0.000     0.000     0.000     0.000     0.000        0     0.000
     2355     0.000     0.000     0.000     0.000     0.000        0     0.000
     2356     0.000     0.000     0.000     0.000     0.000        0     0.000
     2357     0.000     0.000     0.000     0.000     0.000        0     0.000
     2358     0.000     0.000     0.000     0.000     0.000        0     0.000
     2359     0.000     0.000     0.000     0.000     0.000        0     0.000
     2360     0.000     0.000     0.000     0.000     0.000        0     0.000
     2361     0.000     0.000     0.000     0.000     0.000        0     0.000
     2362     0.000     0.000     0.000     0.000     0.000        0     0.000
     2363     0.000     0.000     0.000     0.000     0.000        0     0.000
     2364     0.000     0.000     0.000     0.000     0.000        0     0.000
     2365     0.000     0.000     0.000     0.000     0.000        0     0.000
     2366     0.000     0.000     0.000     0.000     0.000        0     0.000
     2367     0.000     0.000     0.000     0.000     0.000        0     0.000
     2368     0.000     0.000     0.000     0.000     0.000        0     0.000
     2369     0.000     0.000     0.000     0.000     0.000        0     0.000
     2370     0.000     0.000     0.000     0.000     0.000        0     0.000
     2371     0.000     0.000     0.000     0.000     0.000        0     0.000
     2372     0.000     0.000     0.000     0.000     0.000        0     0.000
     2373     0.000     0.000     0.000     0.000     0.000        0     0.000
     2374     0.000     0.000     0.000     0.000     0.000        0     0.000
     2375     0.000     0.000     0.000     0.000     0.000        0     0.000
     2376     0.000     0.000     0.000     0.000     0.000        0     0.000
     2377     0.000     0.000     0.000     0.000     0.000        0     0.000
     2378     0.000     0.000     0.000     0.000     0.000        0     0.000
     2379     0.000     0.000     0.000     0.000     0.000        0     0.000
     2380     0.000     0.000     0.000     0.000     0.000        0     0.000
     2381     0.000     0.000     0.000     0.000     0.000        0     0.000
     2382     0.000     0.000     0.000     0.000     0.000        0     0.000
     2383     0.000     0.000     0.000     0.000     0.000        0     0.000
     2384     0.000     0.000     0.000     0.000     0.000        0     0.000
     2385     0.000     0.000     0.000     0.000     0.000        0     0.000
     2386     0.000     0.000     0.000     0.000     0.000        0     0.000
     2387     0.000     0.000     0.000     0.000     0.000        0     0.000
     2388     0.000     0.000     0.000     0.000     0.000        0     0.000
     2389     0.000     0.000     0.000     0.000     0.000        0     0.000
     2390     0.000     0.000     0.000     0.000     0.000        0     0.000
     2391     0.000     0.000     0.000     0.000     0.000        0     0.000
     2392     0.000     0.000     0.000     0.000     0.000        0     0.000
     2393     0.000     0.000     0.000     0.000     0.000        0     0.000
     2394     0.000     0.000     0.000     0.000     0.000        0     0.000
     2395     0.000     0.000     0.000     0.000     0.000        0     0.000
     2396     0.000     0.000     0.000     0.000     0.000        0     0.000
     2397     0.000     0.000     0.000     0.000     0.000        0     0.000
     2398     0.000     0.000     0.000     0.000     0.000        0     0.000
     2399     0.000     0.000     0.000     0.000     0.000        0     0.000
     2400     0.118     0.141     0.542     1.523     0.624        9     0.994
     2401     0.113     0.252     0.545     1.608     0.688     1290     0.083
     2402     0.110     0.384     0.544     1.656     0.734     4966     0.042
     2403     0.108     0.530     0.544     1.664     0.747     9086     0.031
     2404     0.108     0.674     0.545     1.669     0.754    10018     0.030
     2405     0.107     0.822     0.544     1.671     0.758     8284     0.033
     2406     0.107     0.970     0.545     1.678     0.763     6357     0.037
     2407     0.107     1.118     0.544     1.678     0.765     3916     0.048
     2408     0.106     1.266     0.545     1.677     0.766     2180     0.064
     2409     0.106     1.416     0.543     1.673     0.764     1077     0.091
     2410     0.160     0.099     0.549     1.694     0.516     6466     0.037
     2411     0.153     0.230     0.547     1.713     0.550    16647     0.023
     2412     0.151     0.379     0.546     1.716     0.557    22454     0.020
     2413     0.150     0.526     0.546     1.721     0.562    30368     0.017
     2414     0.149     0.671     0.547     1.726     0.567    25523     0.019
     2415     0.149     0.821     0.546     1.728     0.571    17486     0.023
     2416     0.148     0.969     0.546     1.732     0.576    11496     0.028
     2417     0.145     1.116     0.545     1.749     0.589     6378     0.037
     2418     0.139     1.261     0.543     1.772     0.622     2454     0.060
     2419     0.131     1.404     0.542     1.821     0.674      667     0.115
     2420     0.209     0.095     0.550     1.734     0.404    11558     0.028
     2421     0.211     0.227     0.548     1.726     0.399    20430     0.021
     2422     0.210     0.378     0.547     1.722     0.399    25957     0.019
     2423     0.209     0.524     0.548     1.729     0.403    28490     0.018
     2424     0.209     0.670     0.549     1.732     0.404    21939     0.020
     2425     0.206     0.816     0.546     1.750     0.414    12290     0.027
     2426     0.197     0.955     0.543     1.801     0.445     3779     0.048
     2427     0.188     1.092     0.539     1.886     0.487      448     0.141
     2428     0.180     1.223     0.503     1.948     0.524        1     2.981
     2429     0.000     0.000     0.000     0.000     0.000        0     0.000
     2430     0.268     0.098     0.550     1.747     0.317     9126     0.031
     2431     0.269     0.231     0.548     1.730     0.312    22458     0.020
     2432     0.269     0.374     0.548     1.730     0.313    26756     0.018
     2433     0.267     0.520     0.547     1.751     0.319    21331     0.020
     2434     0.260     0.658     0.544     1.799     0.336     9328     0.031
     2435     0.250     0.790     0.538     1.887     0.366     1236     0.085
     2436     0.243     0.903     0.516     1.985     0.395        4     1.491
     2437     0.000     0.000     0.000     0.000     0.000        0     0.000
     2438     0.000     0.000     0.000     0.000     0.000        0     0.000
     2439     0.000     0.000     0.000     0.000     0.000        0     0.000
     2440     0.324     0.100     0.550     1.783     0.267     4307     0.045
     2441     0.324     0.232     0.546     1.772     0.265    13503     0.026
     2442     0.322     0.366     0.544     1.794     0.271    12451     0.027
     2443     0.314     0.501     0.539     1.861     0.287     3804     0.048
     2444     0.307     0.622     0.526     1.943     0.307      195     0.213
     2445     0.000     0.000     0.000     0.000     0.000        0     0.000
     2446     0.000     0.000     0.000     0.000     0.000        0     0.000
     2447     0.000     0.000     0.000     0.000     0.000        0     0.000
     2448     0.000     0.000     0.000     0.000     0.000        0     0.000
     2449     0.000     0.000     0.000     0.000     0.000        0     0.000
     2450     0.371     0.105     0.547     1.908     0.249      438     0.142
     2451     0.370     0.230     0.544     1.913     0.250     1291     0.083
     2452     0.369     0.343     0.531     1.926     0.253      575     0.124
     2453     0.363     0.456     0.507     1.978     0.264        3     1.721
     2454     0.000     0.000     0.000     0.000     0.000        0     0.000
     2455     0.000     0.000     0.000     0.000     0.000        0     0.000
     2456     0.000     0.000     0.000     0.000     0.000        0     0.000
     2457     0.000     0.000     0.000     0.000     0.000        0     0.000
     2458     0.000     0.000     0.000     0.000     0.000        0     0.000
     2459     0.000     0.000     0.000     0.000     0.000        0     0.000
     2460     0.000     0.000     0.000     0.000     0.000        0     0.000
     2461     0.000     0.000     0.000     0.000     0.000        0     0.000
     2462     0.000     0.000     0.000     0.000     0.000        0     0.000
     2463     0.000     0.000     0.000     0.000     0.000        0     0.000
     2464     0.000     0.000     0.000     0.000     0.000        0     0.000
     2465     0.000     0.000     0.000     0.000     0.000        0     0.000
     2466     0.000     0.000     0.000     0.000     0.000        0     0.000
     2467     0.000     0.000     0.000     0.000     0.000        0     0.000
     2468     0.000     0.000     0.000     0.000     0.000        0     0.000
     2469     0.000     0.000     0.000     0.000     0.000        0     0.000
     2470     0.000     0.000     0.000     0.000     0.000        0     0.000
     2471     0.000     0.000     0.000     0.000     0.000        0     0.000
     2472     0.000     0.000     0.000     0.000     0.000        0     0.000
     2473     0.000     0.000     0.000     0.000     0.000        0     0.000
     2474     0.000     0.000     0.000     0.000     0.000        0     0.000
     2475     0.000     0.000     0.000     0.000     0.000        0     0.000
     2476     0.000     0.000     0.000     0.000     0.000        0     0.000
     2477     0.000     0.000     0.000     0.000     0.000        0     0.000
     2478     0.000     0.000     0.000     0.000     0.000        0     0.000
     2479     0.000     0.000     0.000     0.000     0.000        0     0.000
     2480     0.000     0.000     0.000     0.000     0.000        0     0.000
     2481     0.000     0.000     0.000     0.000     0.000        0     0.000
     2482     0.000     0.000     0.000     0.000     0.000        0     0.000
     2483     0.000     0.000     0.000     0.000     0.000        0     0.000
     2484     0.000     0.000     0.000     0.000     0.000        0     0.000
     2485     0.000     0.000     0.000     0.000     0.000        0     0.000
     2486     0.000     0.000     0.000     0.000     0.000        0     0.000
     2487     0.000     0.000     0.000     0.000     0.000        0     0.000
     2488     0.000     0.000     0.000     0.000     0.000        0     0.000
     2489     0.000     0.000     0.000     0.000     0.000        0     0.000
     2490     0.000     0.000     0.000     0.000     0.000        0     0.000
     2491     0.000     0.000     0.000     0.000     0.000        0     0.000
